Reference, Reference URL, Secondary, Secondary URL, Pair Perpendicular Baseline (meters), Pair Temporal Baseline (days)
S1A_IW_SLC__1SDV_20220516T102756_20220516T102824_043235_0529D4_6874,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220516T102756_20220516T102824_043235_0529D4_6874.zip,S1A_IW_SLC__1SDV_20220609T102758_20220609T102825_043585_05342E_B461,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220609T102758_20220609T102825_043585_05342E_B461.zip,109,24
S1A_IW_SLC__1SDV_20220516T102756_20220516T102824_043235_0529D4_6874,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220516T102756_20220516T102824_043235_0529D4_6874.zip,S1A_IW_SLC__1SDV_20220621T102758_20220621T102826_043760_05396F_22D2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220621T102758_20220621T102826_043760_05396F_22D2.zip,39,36
S1A_IW_SLC__1SDV_20220528T102756_20220528T102824_043410_052F02_7214,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220528T102756_20220528T102824_043410_052F02_7214.zip,S1A_IW_SLC__1SDV_20220609T102758_20220609T102825_043585_05342E_B461,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220609T102758_20220609T102825_043585_05342E_B461.zip,109,12
S1A_IW_SLC__1SDV_20220528T102756_20220528T102824_043410_052F02_7214,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220528T102756_20220528T102824_043410_052F02_7214.zip,S1A_IW_SLC__1SDV_20220621T102758_20220621T102826_043760_05396F_22D2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220621T102758_20220621T102826_043760_05396F_22D2.zip,39,24
S1A_IW_SLC__1SDV_20220528T102756_20220528T102824_043410_052F02_7214,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220528T102756_20220528T102824_043410_052F02_7214.zip,S1A_IW_SLC__1SDV_20220703T102759_20220703T102827_043935_053E9F_7680,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220703T102759_20220703T102827_043935_053E9F_7680.zip,6,36
S1A_IW_SLC__1SDV_20220609T102758_20220609T102825_043585_05342E_B461,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220609T102758_20220609T102825_043585_05342E_B461.zip,S1A_IW_SLC__1SDV_20220621T102758_20220621T102826_043760_05396F_22D2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220621T102758_20220621T102826_043760_05396F_22D2.zip,70,12
S1A_IW_SLC__1SDV_20220609T102758_20220609T102825_043585_05342E_B461,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220609T102758_20220609T102825_043585_05342E_B461.zip,S1A_IW_SLC__1SDV_20220703T102759_20220703T102827_043935_053E9F_7680,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220703T102759_20220703T102827_043935_053E9F_7680.zip,103,24
S1A_IW_SLC__1SDV_20220609T102758_20220609T102825_043585_05342E_B461,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220609T102758_20220609T102825_043585_05342E_B461.zip,S1A_IW_SLC__1SDV_20220715T102800_20220715T102828_044110_0543DB_C4F0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220715T102800_20220715T102828_044110_0543DB_C4F0.zip,146,36
S1A_IW_SLC__1SDV_20220621T102758_20220621T102826_043760_05396F_22D2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220621T102758_20220621T102826_043760_05396F_22D2.zip,S1A_IW_SLC__1SDV_20220703T102759_20220703T102827_043935_053E9F_7680,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220703T102759_20220703T102827_043935_053E9F_7680.zip,33,12
S1A_IW_SLC__1SDV_20220621T102758_20220621T102826_043760_05396F_22D2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220621T102758_20220621T102826_043760_05396F_22D2.zip,S1A_IW_SLC__1SDV_20220715T102800_20220715T102828_044110_0543DB_C4F0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220715T102800_20220715T102828_044110_0543DB_C4F0.zip,76,24
S1A_IW_SLC__1SDV_20220621T102758_20220621T102826_043760_05396F_22D2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220621T102758_20220621T102826_043760_05396F_22D2.zip,S1A_IW_SLC__1SDV_20220727T102800_20220727T102828_044285_054914_A780,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220727T102800_20220727T102828_044285_054914_A780.zip,77,36
S1A_IW_SLC__1SDV_20220703T102759_20220703T102827_043935_053E9F_7680,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220703T102759_20220703T102827_043935_053E9F_7680.zip,S1A_IW_SLC__1SDV_20220715T102800_20220715T102828_044110_0543DB_C4F0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220715T102800_20220715T102828_044110_0543DB_C4F0.zip,43,12
S1A_IW_SLC__1SDV_20220703T102759_20220703T102827_043935_053E9F_7680,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220703T102759_20220703T102827_043935_053E9F_7680.zip,S1A_IW_SLC__1SDV_20220727T102800_20220727T102828_044285_054914_A780,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220727T102800_20220727T102828_044285_054914_A780.zip,44,24
S1A_IW_SLC__1SDV_20220703T102759_20220703T102827_043935_053E9F_7680,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220703T102759_20220703T102827_043935_053E9F_7680.zip,S1A_IW_SLC__1SDV_20220808T102801_20220808T102829_044460_054E2D_DFD9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220808T102801_20220808T102829_044460_054E2D_DFD9.zip,81,36
S1A_IW_SLC__1SDV_20220715T102800_20220715T102828_044110_0543DB_C4F0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220715T102800_20220715T102828_044110_0543DB_C4F0.zip,S1A_IW_SLC__1SDV_20220727T102800_20220727T102828_044285_054914_A780,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220727T102800_20220727T102828_044285_054914_A780.zip,1,12
S1A_IW_SLC__1SDV_20220715T102800_20220715T102828_044110_0543DB_C4F0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220715T102800_20220715T102828_044110_0543DB_C4F0.zip,S1A_IW_SLC__1SDV_20220808T102801_20220808T102829_044460_054E2D_DFD9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220808T102801_20220808T102829_044460_054E2D_DFD9.zip,124,24
S1A_IW_SLC__1SDV_20220715T102800_20220715T102828_044110_0543DB_C4F0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220715T102800_20220715T102828_044110_0543DB_C4F0.zip,S1A_IW_SLC__1SDV_20220820T102802_20220820T102830_044635_055407_F1E9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220820T102802_20220820T102830_044635_055407_F1E9.zip,104,36
S1A_IW_SLC__1SDV_20220727T102800_20220727T102828_044285_054914_A780,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220727T102800_20220727T102828_044285_054914_A780.zip,S1A_IW_SLC__1SDV_20220808T102801_20220808T102829_044460_054E2D_DFD9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220808T102801_20220808T102829_044460_054E2D_DFD9.zip,125,12
S1A_IW_SLC__1SDV_20220727T102800_20220727T102828_044285_054914_A780,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220727T102800_20220727T102828_044285_054914_A780.zip,S1A_IW_SLC__1SDV_20220820T102802_20220820T102830_044635_055407_F1E9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220820T102802_20220820T102830_044635_055407_F1E9.zip,105,24
S1A_IW_SLC__1SDV_20220727T102800_20220727T102828_044285_054914_A780,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220727T102800_20220727T102828_044285_054914_A780.zip,S1A_IW_SLC__1SDV_20220901T102803_20220901T102830_044810_0559EE_7EFB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220901T102803_20220901T102830_044810_0559EE_7EFB.zip,177,36
S1A_IW_SLC__1SDV_20220808T102801_20220808T102829_044460_054E2D_DFD9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220808T102801_20220808T102829_044460_054E2D_DFD9.zip,S1A_IW_SLC__1SDV_20220820T102802_20220820T102830_044635_055407_F1E9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220820T102802_20220820T102830_044635_055407_F1E9.zip,20,12
S1A_IW_SLC__1SDV_20220808T102801_20220808T102829_044460_054E2D_DFD9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220808T102801_20220808T102829_044460_054E2D_DFD9.zip,S1A_IW_SLC__1SDV_20220901T102803_20220901T102830_044810_0559EE_7EFB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220901T102803_20220901T102830_044810_0559EE_7EFB.zip,52,24
S1A_IW_SLC__1SDV_20220808T102801_20220808T102829_044460_054E2D_DFD9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220808T102801_20220808T102829_044460_054E2D_DFD9.zip,S1A_IW_SLC__1SDV_20220913T102803_20220913T102831_044985_055FCD_92A9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220913T102803_20220913T102831_044985_055FCD_92A9.zip,3,36
S1A_IW_SLC__1SDV_20220820T102802_20220820T102830_044635_055407_F1E9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220820T102802_20220820T102830_044635_055407_F1E9.zip,S1A_IW_SLC__1SDV_20220901T102803_20220901T102830_044810_0559EE_7EFB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220901T102803_20220901T102830_044810_0559EE_7EFB.zip,72,12
S1A_IW_SLC__1SDV_20220820T102802_20220820T102830_044635_055407_F1E9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220820T102802_20220820T102830_044635_055407_F1E9.zip,S1A_IW_SLC__1SDV_20220913T102803_20220913T102831_044985_055FCD_92A9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220913T102803_20220913T102831_044985_055FCD_92A9.zip,17,24
S1A_IW_SLC__1SDV_20220820T102802_20220820T102830_044635_055407_F1E9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220820T102802_20220820T102830_044635_055407_F1E9.zip,S1A_IW_SLC__1SDV_20220925T102803_20220925T102831_045160_0565B6_B14C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220925T102803_20220925T102831_045160_0565B6_B14C.zip,241,36
S1A_IW_SLC__1SDV_20220901T102803_20220901T102830_044810_0559EE_7EFB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220901T102803_20220901T102830_044810_0559EE_7EFB.zip,S1A_IW_SLC__1SDV_20220913T102803_20220913T102831_044985_055FCD_92A9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220913T102803_20220913T102831_044985_055FCD_92A9.zip,55,12
S1A_IW_SLC__1SDV_20220901T102803_20220901T102830_044810_0559EE_7EFB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220901T102803_20220901T102830_044810_0559EE_7EFB.zip,S1A_IW_SLC__1SDV_20221007T102803_20221007T102831_045335_056B8F_F40C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221007T102803_20221007T102831_045335_056B8F_F40C.zip,222,36
S1A_IW_SLC__1SDV_20220913T102803_20220913T102831_044985_055FCD_92A9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220913T102803_20220913T102831_044985_055FCD_92A9.zip,S1A_IW_SLC__1SDV_20220925T102803_20220925T102831_045160_0565B6_B14C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220925T102803_20220925T102831_045160_0565B6_B14C.zip,258,12
S1A_IW_SLC__1SDV_20220913T102803_20220913T102831_044985_055FCD_92A9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220913T102803_20220913T102831_044985_055FCD_92A9.zip,S1A_IW_SLC__1SDV_20221007T102803_20221007T102831_045335_056B8F_F40C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221007T102803_20221007T102831_045335_056B8F_F40C.zip,167,24
S1A_IW_SLC__1SDV_20220925T102803_20220925T102831_045160_0565B6_B14C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220925T102803_20220925T102831_045160_0565B6_B14C.zip,S1A_IW_SLC__1SDV_20221007T102803_20221007T102831_045335_056B8F_F40C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221007T102803_20221007T102831_045335_056B8F_F40C.zip,91,12
S1A_IW_SLC__1SDV_20220925T102803_20220925T102831_045160_0565B6_B14C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220925T102803_20220925T102831_045160_0565B6_B14C.zip,S1A_IW_SLC__1SDV_20221031T102803_20221031T102831_045685_0576AC_F11C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221031T102803_20221031T102831_045685_0576AC_F11C.zip,217,36
S1A_IW_SLC__1SDV_20221007T102803_20221007T102831_045335_056B8F_F40C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221007T102803_20221007T102831_045335_056B8F_F40C.zip,S1A_IW_SLC__1SDV_20221031T102803_20221031T102831_045685_0576AC_F11C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221031T102803_20221031T102831_045685_0576AC_F11C.zip,126,24
S1A_IW_SLC__1SDV_20221007T102803_20221007T102831_045335_056B8F_F40C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221007T102803_20221007T102831_045335_056B8F_F40C.zip,S1A_IW_SLC__1SDV_20221112T102803_20221112T102831_045860_057C92_32BB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221112T102803_20221112T102831_045860_057C92_32BB.zip,27,36
S1A_IW_SLC__1SDV_20221031T102803_20221031T102831_045685_0576AC_F11C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221031T102803_20221031T102831_045685_0576AC_F11C.zip,S1A_IW_SLC__1SDV_20221112T102803_20221112T102831_045860_057C92_32BB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221112T102803_20221112T102831_045860_057C92_32BB.zip,99,12
S1A_IW_SLC__1SDV_20221031T102803_20221031T102831_045685_0576AC_F11C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221031T102803_20221031T102831_045685_0576AC_F11C.zip,S1A_IW_SLC__1SDV_20221124T102803_20221124T102831_046035_058278_DCEA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221124T102803_20221124T102831_046035_058278_DCEA.zip,44,24
S1A_IW_SLC__1SDV_20221031T102803_20221031T102831_045685_0576AC_F11C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221031T102803_20221031T102831_045685_0576AC_F11C.zip,S1A_IW_SLC__1SDV_20221206T102802_20221206T102830_046210_058873_0542,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221206T102802_20221206T102830_046210_058873_0542.zip,62,36
S1A_IW_SLC__1SDV_20221112T102803_20221112T102831_045860_057C92_32BB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221112T102803_20221112T102831_045860_057C92_32BB.zip,S1A_IW_SLC__1SDV_20221124T102803_20221124T102831_046035_058278_DCEA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221124T102803_20221124T102831_046035_058278_DCEA.zip,143,12
S1A_IW_SLC__1SDV_20221112T102803_20221112T102831_045860_057C92_32BB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221112T102803_20221112T102831_045860_057C92_32BB.zip,S1A_IW_SLC__1SDV_20221206T102802_20221206T102830_046210_058873_0542,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221206T102802_20221206T102830_046210_058873_0542.zip,37,24
S1A_IW_SLC__1SDV_20221112T102803_20221112T102831_045860_057C92_32BB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221112T102803_20221112T102831_045860_057C92_32BB.zip,S1A_IW_SLC__1SDV_20221218T102801_20221218T102829_046385_058E71_9AB6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221218T102801_20221218T102829_046385_058E71_9AB6.zip,10,36
S1A_IW_SLC__1SDV_20221124T102803_20221124T102831_046035_058278_DCEA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221124T102803_20221124T102831_046035_058278_DCEA.zip,S1A_IW_SLC__1SDV_20221206T102802_20221206T102830_046210_058873_0542,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221206T102802_20221206T102830_046210_058873_0542.zip,106,12
S1A_IW_SLC__1SDV_20221124T102803_20221124T102831_046035_058278_DCEA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221124T102803_20221124T102831_046035_058278_DCEA.zip,S1A_IW_SLC__1SDV_20221218T102801_20221218T102829_046385_058E71_9AB6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221218T102801_20221218T102829_046385_058E71_9AB6.zip,153,24
S1A_IW_SLC__1SDV_20221124T102803_20221124T102831_046035_058278_DCEA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221124T102803_20221124T102831_046035_058278_DCEA.zip,S1A_IW_SLC__1SDV_20221230T102801_20221230T102829_046560_059456_F0DF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221230T102801_20221230T102829_046560_059456_F0DF.zip,71,36
S1A_IW_SLC__1SDV_20221206T102802_20221206T102830_046210_058873_0542,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221206T102802_20221206T102830_046210_058873_0542.zip,S1A_IW_SLC__1SDV_20221218T102801_20221218T102829_046385_058E71_9AB6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221218T102801_20221218T102829_046385_058E71_9AB6.zip,47,12
S1A_IW_SLC__1SDV_20221206T102802_20221206T102830_046210_058873_0542,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221206T102802_20221206T102830_046210_058873_0542.zip,S1A_IW_SLC__1SDV_20221230T102801_20221230T102829_046560_059456_F0DF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221230T102801_20221230T102829_046560_059456_F0DF.zip,35,24
S1A_IW_SLC__1SDV_20221206T102802_20221206T102830_046210_058873_0542,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221206T102802_20221206T102830_046210_058873_0542.zip,S1A_IW_SLC__1SDV_20230111T102800_20230111T102828_046735_059A40_AA05,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230111T102800_20230111T102828_046735_059A40_AA05.zip,149,36
S1A_IW_SLC__1SDV_20221218T102801_20221218T102829_046385_058E71_9AB6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221218T102801_20221218T102829_046385_058E71_9AB6.zip,S1A_IW_SLC__1SDV_20221230T102801_20221230T102829_046560_059456_F0DF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221230T102801_20221230T102829_046560_059456_F0DF.zip,82,12
S1A_IW_SLC__1SDV_20221218T102801_20221218T102829_046385_058E71_9AB6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221218T102801_20221218T102829_046385_058E71_9AB6.zip,S1A_IW_SLC__1SDV_20230111T102800_20230111T102828_046735_059A40_AA05,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230111T102800_20230111T102828_046735_059A40_AA05.zip,102,24
S1A_IW_SLC__1SDV_20221218T102801_20221218T102829_046385_058E71_9AB6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221218T102801_20221218T102829_046385_058E71_9AB6.zip,S1A_IW_SLC__1SDV_20230123T102800_20230123T102828_046910_05A028_0EBA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230123T102800_20230123T102828_046910_05A028_0EBA.zip,90,36
S1A_IW_SLC__1SDV_20221230T102801_20221230T102829_046560_059456_F0DF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221230T102801_20221230T102829_046560_059456_F0DF.zip,S1A_IW_SLC__1SDV_20230111T102800_20230111T102828_046735_059A40_AA05,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230111T102800_20230111T102828_046735_059A40_AA05.zip,184,12
S1A_IW_SLC__1SDV_20221230T102801_20221230T102829_046560_059456_F0DF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221230T102801_20221230T102829_046560_059456_F0DF.zip,S1A_IW_SLC__1SDV_20230123T102800_20230123T102828_046910_05A028_0EBA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230123T102800_20230123T102828_046910_05A028_0EBA.zip,8,24
S1A_IW_SLC__1SDV_20221230T102801_20221230T102829_046560_059456_F0DF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221230T102801_20221230T102829_046560_059456_F0DF.zip,S1A_IW_SLC__1SDV_20230204T102759_20230204T102827_047085_05A5FD_8861,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230204T102759_20230204T102827_047085_05A5FD_8861.zip,57,36
S1A_IW_SLC__1SDV_20230111T102800_20230111T102828_046735_059A40_AA05,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230111T102800_20230111T102828_046735_059A40_AA05.zip,S1A_IW_SLC__1SDV_20230123T102800_20230123T102828_046910_05A028_0EBA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230123T102800_20230123T102828_046910_05A028_0EBA.zip,192,12
S1A_IW_SLC__1SDV_20230111T102800_20230111T102828_046735_059A40_AA05,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230111T102800_20230111T102828_046735_059A40_AA05.zip,S1A_IW_SLC__1SDV_20230204T102759_20230204T102827_047085_05A5FD_8861,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230204T102759_20230204T102827_047085_05A5FD_8861.zip,127,24
S1A_IW_SLC__1SDV_20230111T102800_20230111T102828_046735_059A40_AA05,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230111T102800_20230111T102828_046735_059A40_AA05.zip,S1A_IW_SLC__1SDV_20230216T102759_20230216T102826_047260_05ABE1_D7CD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230216T102759_20230216T102826_047260_05ABE1_D7CD.zip,14,36
S1A_IW_SLC__1SDV_20230123T102800_20230123T102828_046910_05A028_0EBA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230123T102800_20230123T102828_046910_05A028_0EBA.zip,S1A_IW_SLC__1SDV_20230204T102759_20230204T102827_047085_05A5FD_8861,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230204T102759_20230204T102827_047085_05A5FD_8861.zip,65,12
S1A_IW_SLC__1SDV_20230123T102800_20230123T102828_046910_05A028_0EBA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230123T102800_20230123T102828_046910_05A028_0EBA.zip,S1A_IW_SLC__1SDV_20230216T102759_20230216T102826_047260_05ABE1_D7CD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230216T102759_20230216T102826_047260_05ABE1_D7CD.zip,178,24
S1A_IW_SLC__1SDV_20230123T102800_20230123T102828_046910_05A028_0EBA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230123T102800_20230123T102828_046910_05A028_0EBA.zip,S1A_IW_SLC__1SDV_20230228T102759_20230228T102827_047435_05B1D5_C36C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230228T102759_20230228T102827_047435_05B1D5_C36C.zip,34,36
S1A_IW_SLC__1SDV_20230204T102759_20230204T102827_047085_05A5FD_8861,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230204T102759_20230204T102827_047085_05A5FD_8861.zip,S1A_IW_SLC__1SDV_20230216T102759_20230216T102826_047260_05ABE1_D7CD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230216T102759_20230216T102826_047260_05ABE1_D7CD.zip,113,12
S1A_IW_SLC__1SDV_20230204T102759_20230204T102827_047085_05A5FD_8861,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230204T102759_20230204T102827_047085_05A5FD_8861.zip,S1A_IW_SLC__1SDV_20230228T102759_20230228T102827_047435_05B1D5_C36C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230228T102759_20230228T102827_047435_05B1D5_C36C.zip,99,24
S1A_IW_SLC__1SDV_20230204T102759_20230204T102827_047085_05A5FD_8861,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230204T102759_20230204T102827_047085_05A5FD_8861.zip,S1A_IW_SLC__1SDV_20230312T102759_20230312T102827_047610_05B7BE_3306,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230312T102759_20230312T102827_047610_05B7BE_3306.zip,38,36
S1A_IW_SLC__1SDV_20230216T102759_20230216T102826_047260_05ABE1_D7CD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230216T102759_20230216T102826_047260_05ABE1_D7CD.zip,S1A_IW_SLC__1SDV_20230228T102759_20230228T102827_047435_05B1D5_C36C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230228T102759_20230228T102827_047435_05B1D5_C36C.zip,212,12
